{'source': 'The Sergeant', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 97.42, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Tech Ranger', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Crewman Warden', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Crewman', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Crewman', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Sensolyst Drone', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Demolisher Expired', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 11.21, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Demolisher Expired', 'itemName': 'Region Resource', 'rarity': 'Uncommon', 'chance': 3.79, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Demolisher Bailiff', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 11.21, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Demolisher Bailiff', 'itemName': 'Region Resource', 'rarity': 'Uncommon', 'chance': 3.79, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Demolisher Gunner', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 11.21, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Demolisher Gunner', 'itemName': 'Region Resource', 'rarity': 'Uncommon', 'chance': 3.79, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Elite Crewman', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Elite Lancer', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Ballista', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Scorch', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Gunner Warden', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Heavy Gunner', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Napalm', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Hellion', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Lancer', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Scorpion', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Machinist', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Seeker', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Powerfist', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Regulator', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Shield Lancer', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Trooper', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Tech', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Osprey', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper Doma', 'itemName': 'Charc Electroplax', 'rarity': 'Rare', 'chance': 33.36, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper Doma', 'itemName': 'Goopolla Spleen', 'rarity': 'Rare', 'chance': 33.36, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper Doma', 'itemName': 'Murkray Liver', 'rarity': 'Rare', 'chance': 33.36, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper Doma', 'itemName': 'Sharrac Teeth', 'rarity': 'Rare', 'chance': 33.36, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper Doma', 'itemName': 'Karkina Antenna', 'rarity': 'Rare', 'chance': 33.36, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper Doma', 'itemName': 'Azurite', 'rarity': 'Rare', 'chance': 33.36, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper Doma', 'itemName': 'Devar', 'rarity': 'Rare', 'chance': 33.36, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper Doma', 'itemName': 'Pyrol', 'rarity': 'Rare', 'chance': 33.36, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper Doma', 'itemName': 'Coprite Alloy', 'rarity': 'Rare', 'chance': 33.36, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper Doma', 'itemName': 'Mawfish Bones', 'rarity': 'Rare', 'chance': 33.36, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper Doma', 'itemName': 'Khut-Khut Venom Sac', 'rarity': 'Rare', 'chance': 33.36, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper Doma', 'itemName': 'Yogwun Stomach', 'rarity': 'Rare', 'chance': 33.36, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper Doma', 'itemName': 'Tralok Eyes', 'rarity': 'Rare', 'chance': 33.36, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper Doma', 'itemName': 'Mortus Horn', 'rarity': 'Rare', 'chance': 33.36, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper Doma', 'itemName': 'Maprico', 'rarity': 'Rare', 'chance': 33.36, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper Doma', 'itemName': 'Grokdrul', 'rarity': 'Rare', 'chance': 33.36, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper Doma', 'itemName': 'Iradite', 'rarity': 'Rare', 'chance': 33.36, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper Doma', 'itemName': 'Norg Brain', 'rarity': 'Rare', 'chance': 33.36, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper Doma', 'itemName': 'Cuthol Tendrils', 'rarity': 'Rare', 'chance': 33.36, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper Doma', 'itemName': 'Nistlepod', 'rarity': 'Rare', 'chance': 33.36, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper Doma', 'itemName': 'Crimzian', 'rarity': 'Rare', 'chance': 33.36, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper Doma', 'itemName': 'Auron', 'rarity': 'Rare', 'chance': 33.36, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper Doma', 'itemName': 'Veridos', 'rarity': 'Rare', 'chance': 33.36, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper Doma', 'itemName': 'Ferros', 'rarity': 'Rare', 'chance': 33.36, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper Bull', 'itemName': 'Charc Electroplax', 'rarity': 'Rare', 'chance': 25.02, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper Bull', 'itemName': 'Goopolla Spleen', 'rarity': 'Rare', 'chance': 25.02, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper Bull', 'itemName': 'Murkray Liver', 'rarity': 'Rare', 'chance': 25.02, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper Bull', 'itemName': 'Sharrac Teeth', 'rarity': 'Rare', 'chance': 25.02, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper Bull', 'itemName': 'Karkina Antenna', 'rarity': 'Rare', 'chance': 25.02, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper Bull', 'itemName': 'Azurite', 'rarity': 'Rare', 'chance': 25.02, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper Bull', 'itemName': 'Devar', 'rarity': 'Rare', 'chance': 25.02, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper Bull', 'itemName': 'Pyrol', 'rarity': 'Rare', 'chance': 25.02, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper Bull', 'itemName': 'Coprite Alloy', 'rarity': 'Rare', 'chance': 25.02, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper Bull', 'itemName': 'Mawfish Bones', 'rarity': 'Rare', 'chance': 25.02, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper Bull', 'itemName': 'Khut-Khut Venom Sac', 'rarity': 'Rare', 'chance': 25.02, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper Bull', 'itemName': 'Yogwun Stomach', 'rarity': 'Rare', 'chance': 25.02, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper Bull', 'itemName': 'Tralok Eyes', 'rarity': 'Rare', 'chance': 25.02, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper Bull', 'itemName': 'Mortus Horn', 'rarity': 'Rare', 'chance': 25.02, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper Bull', 'itemName': 'Maprico', 'rarity': 'Rare', 'chance': 25.02, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper Bull', 'itemName': 'Grokdrul', 'rarity': 'Rare', 'chance': 25.02, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper Bull', 'itemName': 'Iradite', 'rarity': 'Rare', 'chance': 25.02, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper Bull', 'itemName': 'Norg Brain', 'rarity': 'Rare', 'chance': 25.02, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper Bull', 'itemName': 'Cuthol Tendrils', 'rarity': 'Rare', 'chance': 25.02, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper Bull', 'itemName': 'Nistlepod', 'rarity': 'Rare', 'chance': 25.02, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper Bull', 'itemName': 'Crimzian', 'rarity': 'Rare', 'chance': 25.02, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper Bull', 'itemName': 'Auron', 'rarity': 'Rare', 'chance': 25.02, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper Bull', 'itemName': 'Veridos', 'rarity': 'Rare', 'chance': 25.02, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper Bull', 'itemName': 'Ferros', 'rarity': 'Rare', 'chance': 25.02, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper', 'itemName': 'Charc Electroplax', 'rarity': 'Rare', 'chance': 16.68, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper', 'itemName': 'Goopolla Spleen', 'rarity': 'Rare', 'chance': 16.68, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper', 'itemName': 'Murkray Liver', 'rarity': 'Rare', 'chance': 16.68, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper', 'itemName': 'Sharrac Teeth', 'rarity': 'Rare', 'chance': 16.68, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper', 'itemName': 'Karkina Antenna', 'rarity': 'Rare', 'chance': 16.68, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper', 'itemName': 'Azurite', 'rarity': 'Rare', 'chance': 16.68, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper', 'itemName': 'Devar', 'rarity': 'Rare', 'chance': 16.68, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper', 'itemName': 'Pyrol', 'rarity': 'Rare', 'chance': 16.68, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper', 'itemName': 'Coprite Alloy', 'rarity': 'Rare', 'chance': 16.68, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper', 'itemName': 'Mawfish Bones', 'rarity': 'Rare', 'chance': 16.68, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper', 'itemName': 'Khut-Khut Venom Sac', 'rarity': 'Rare', 'chance': 16.68, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper', 'itemName': 'Yogwun Stomach', 'rarity': 'Rare', 'chance': 16.68, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper', 'itemName': 'Tralok Eyes', 'rarity': 'Rare', 'chance': 16.68, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper', 'itemName': 'Mortus Horn', 'rarity': 'Rare', 'chance': 16.68, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper', 'itemName': 'Maprico', 'rarity': 'Rare', 'chance': 16.68, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper', 'itemName': 'Grokdrul', 'rarity': 'Rare', 'chance': 16.68, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper', 'itemName': 'Iradite', 'rarity': 'Rare', 'chance': 16.68, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper', 'itemName': 'Norg Brain', 'rarity': 'Rare', 'chance': 16.68, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper', 'itemName': 'Cuthol Tendrils', 'rarity': 'Rare', 'chance': 16.68, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper', 'itemName': 'Nistlepod', 'rarity': 'Rare', 'chance': 16.68, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper', 'itemName': 'Crimzian', 'rarity': 'Rare', 'chance': 16.68, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper', 'itemName': 'Auron', 'rarity': 'Rare', 'chance': 16.68, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper', 'itemName': 'Veridos', 'rarity': 'Rare', 'chance': 16.68, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Thumper', 'itemName': 'Ferros', 'rarity': 'Rare', 'chance': 16.68, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Coildrive', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Typholyst', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 48.71, 'tablename': 'resourceByAvatar'}
{'source': 'Typholyst', 'itemName': 'Orokin Cell', 'rarity': 'Rare', 'chance': 1.29, 'tablename': 'resourceByAvatar'}
{'source': 'Breacher Moa', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Striker Moa', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Shield Drone', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Pyr Captain', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Glacik Commander', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Lektro Commander', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Blite Captain', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Taro Crewship', 'itemName': 'Cubic Diodes', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Taro Crewship', 'itemName': 'Ticor Plate', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Taro Crewship', 'itemName': 'Isos', 'rarity': 'Uncommon', 'chance': 16.58, 'tablename': 'resourceByAvatar'}
{'source': 'Taro Crewship', 'itemName': 'Aucrux Capacitors', 'rarity': 'Rare', 'chance': 1.51, 'tablename': 'resourceByAvatar'}
{'source': 'Axio Crewship', 'itemName': 'Cubic Diodes', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Axio Crewship', 'itemName': 'Ticor Plate', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Axio Crewship', 'itemName': 'Isos', 'rarity': 'Uncommon', 'chance': 16.58, 'tablename': 'resourceByAvatar'}
{'source': 'Axio Crewship', 'itemName': 'Aucrux Capacitors', 'rarity': 'Rare', 'chance': 1.51, 'tablename': 'resourceByAvatar'}
{'source': 'Vorac Crewship', 'itemName': 'Cubic Diodes', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Vorac Crewship', 'itemName': 'Ticor Plate', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Vorac Crewship', 'itemName': 'Isos', 'rarity': 'Uncommon', 'chance': 16.58, 'tablename': 'resourceByAvatar'}
{'source': 'Vorac Crewship', 'itemName': 'Aucrux Capacitors', 'rarity': 'Rare', 'chance': 1.51, 'tablename': 'resourceByAvatar'}
{'source': 'Orm Crewship', 'itemName': 'Cubic Diodes', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Orm Crewship', 'itemName': 'Ticor Plate', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Orm Crewship', 'itemName': 'Isos', 'rarity': 'Uncommon', 'chance': 16.58, 'tablename': 'resourceByAvatar'}
{'source': 'Orm Crewship', 'itemName': 'Aucrux Capacitors', 'rarity': 'Rare', 'chance': 1.51, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Taro Basilisk', 'itemName': 'Cubic Diodes', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Taro Basilisk', 'itemName': 'Ticor Plate', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Taro Basilisk', 'itemName': 'Isos', 'rarity': 'Uncommon', 'chance': 16.58, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Taro Basilisk', 'itemName': 'Aucrux Capacitors', 'rarity': 'Rare', 'chance': 1.51, 'tablename': 'resourceByAvatar'}
{'source': 'Taro Basilisk', 'itemName': 'Cubic Diodes', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Taro Basilisk', 'itemName': 'Ticor Plate', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Taro Basilisk', 'itemName': 'Isos', 'rarity': 'Uncommon', 'chance': 16.58, 'tablename': 'resourceByAvatar'}
{'source': 'Taro Basilisk', 'itemName': 'Aucrux Capacitors', 'rarity': 'Rare', 'chance': 1.51, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Orm Basilisk', 'itemName': 'Cubic Diodes', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Orm Basilisk', 'itemName': 'Ticor Plate', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Orm Basilisk', 'itemName': 'Isos', 'rarity': 'Uncommon', 'chance': 16.58, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Orm Basilisk', 'itemName': 'Aucrux Capacitors', 'rarity': 'Rare', 'chance': 1.51, 'tablename': 'resourceByAvatar'}
{'source': 'Orm Basilisk', 'itemName': 'Cubic Diodes', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Orm Basilisk', 'itemName': 'Ticor Plate', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Orm Basilisk', 'itemName': 'Isos', 'rarity': 'Uncommon', 'chance': 16.58, 'tablename': 'resourceByAvatar'}
{'source': 'Orm Basilisk', 'itemName': 'Aucrux Capacitors', 'rarity': 'Rare', 'chance': 1.51, 'tablename': 'resourceByAvatar'}
{'source': 'Orm Gox', 'itemName': 'Cubic Diodes', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Orm Gox', 'itemName': 'Ticor Plate', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Orm Gox', 'itemName': 'Isos', 'rarity': 'Uncommon', 'chance': 16.58, 'tablename': 'resourceByAvatar'}
{'source': 'Orm Gox', 'itemName': 'Aucrux Capacitors', 'rarity': 'Rare', 'chance': 1.51, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Orm Harpi', 'itemName': 'Cubic Diodes', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Orm Harpi', 'itemName': 'Ticor Plate', 'rarity': 'Common', 'chance': 28.45, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Orm Harpi', 'itemName': 'Isos', 'rarity': 'Uncommon', 'chance': 16.58, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Orm Harpi', 'itemName': 'Aucrux Capacitors', 'rarity': 'Rare', 'chance': 1.51, 'tablename': 'resourceByAvatar'}
